date,employee_title,location,employee_status,review_title,pros,cons,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt
Wed Aug 28 2019 02:43:11 GMT-0700 (北美太平洋夏令时间), Software Engineer,"New York, NY",Former Employee ,good company,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,,,,,
Sun Aug 25 2019 10:47:32 GMT-0700 (北美太平洋夏令时间), Software Engineer(),"New York, NY",Current Employee ,Great place to work,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,3.0,5.0,5.0,5.0,5.0
Sun Aug 25 2019 12:00:19 GMT-0700 (北美太平洋夏令时间), Manager,"Seattle, WA",Current Employee ,Great,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,4.0,4.0,4.0,4.0,4.0
Sun Aug 11 2019 12:02:04 GMT-0700 (北美太平洋夏令时间), Software Engineer,"Menlo Park, CA",Current Employee ,7 Years Software Engineer,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,4.0,5.0,5.0,5.0,5.0
Sat Aug 24 2019 06:18:59 GMT-0700 (北美太平洋夏令时间), Technical Sourcer,"New York, NY",Current Employee ,Best company to work for....for a reason,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,,
Thu Aug 22 2019 23:05:14 GMT-0700 (北美太平洋夏令时间), Software Engineer,"Menlo Park, CA",Current Employee ,Truly believes in growing individual employees,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Wed Sep 04 2019 12:42:31 GMT-0700 (北美太平洋夏令时间), Product Data Operations,"Menlo Park, CA",Current Employee ,"Overall positive experience, going on 3 years",Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,3.0,4.0,4.0,4.0,3.0
Fri Aug 23 2019 20:09:06 GMT-0700 (北美太平洋夏令时间), Product Manager,"Menlo Park, CA",Former Employee ,Mid-level management mentally ill,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",2.0,1.0,2.0,5.0,5.0,1.0
Sat Aug 17 2019 08:38:15 GMT-0700 (北美太平洋夏令时间), Senior Business Analyst,"Austin, TX",Current Employee ,Integrity Analyst,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,3.0,5.0,4.0,5.0,3.0
Sat Aug 31 2019 13:14:31 GMT-0700 (北美太平洋夏令时间), Software Engineer(Internship),"San Diego, CA",Current Employee ,Not so great,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,,,,,
Sun Aug 11 2019 10:28:42 GMT-0700 (北美太平洋夏令时间), Software Engineer,"Seattle, WA",Current Employee ,Great place to work,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,4.0,5.0,5.0,5.0,5.0
Fri Aug 16 2019 16:57:51 GMT-0700 (北美太平洋夏令时间), Software Engineer(Internship),"Mountain View, CA",Current Employee ,super good,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Mon Aug 12 2019 09:09:37 GMT-0700 (北美太平洋夏令时间), Policy,"Menlo Park, CA",Current Employee ,Great place to work,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,3.0,5.0,5.0,5.0,4.0
Fri Aug 09 2019 17:22:17 GMT-0700 (北美太平洋夏令时间), Vice President Sales,"Seattle, WA",Current Employee ,Amazing Company - Great Vision and Mission,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,3.0,5.0,5.0,5.0,5.0
Sat Aug 10 2019 07:46:47 GMT-0700 (北美太平洋夏令时间), Partner Account Manager,"Austin, TX",Current Employee ,Incredible company to work for,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,4.0
Mon Jul 22 2019 09:55:36 GMT-0700 (北美太平洋夏令时间), Global Brand Partnerships,"San Francisco, CA",Current Employee ,The thrill of it all,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,4.0,5.0,5.0,5.0,5.0
Wed Sep 04 2019 09:03:44 GMT-0700 (北美太平洋夏令时间), Senior Technical Program Manager,"Menlo Park, CA",Former Employee ,Oculus a toxic work place despite the hype,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",1.0,1.0,1.0,1.0,4.0,1.0
Fri Aug 02 2019 18:26:16 GMT-0700 (北美太平洋夏令时间), Manager Data Center Operations,"Forest City, NC",Current Employee ,Best job I've every had,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,4.0,5.0,5.0,3.0
Mon Jul 29 2019 17:49:43 GMT-0700 (北美太平洋夏令时间), Technical Recruiter,"Menlo Park, CA",Former Employee ,Great place to work!,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,4.0,5.0,5.0,5.0,5.0
Sat Aug 17 2019 15:58:35 GMT-0700 (北美太平洋夏令时间), Software Engineer,"Menlo Park, CA",Current Employee ,Move fast and break things,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,3.0,3.0,5.0,5.0,4.0
Sat Aug 17 2019 23:56:06 GMT-0700 (北美太平洋夏令时间), Software Engineer,"Menlo Park, CA",Former Employee ,Good overall,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,,,,,
Wed Jul 24 2019 09:09:14 GMT-0700 (北美太平洋夏令时间), Product Design Manager,"Menlo Park, CA",Current Employee ,The best-run and most rewarding company I've ever worked for,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,4.0,5.0,4.0,5.0,4.0
Mon Jul 29 2019 14:55:33 GMT-0700 (北美太平洋夏令时间), Community Manager,"Menlo Park, CA",Current Employee ,Great place to work,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Tue Jul 23 2019 14:46:23 GMT-0700 (北美太平洋夏令时间), Data Scientist,"Menlo Park, CA",Former Employee ,A wonderful place to work,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,4.0,5.0,5.0,5.0,5.0
Thu Jul 25 2019 22:16:04 GMT-0700 (北美太平洋夏令时间), Software Development Engineer,"Menlo Park, CA",Former Employee ,awesome,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,3.0,5.0,5.0,4.0
Fri Jul 26 2019 05:20:42 GMT-0700 (北美太平洋夏令时间),,"Menlo Park, CA",Former Employee ,Amazing Company,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,4.0
Sun Jul 21 2019 13:19:10 GMT-0700 (北美太平洋夏令时间), Technical Project Manager,"Seattle, WA",Current Employee ,Great Place To Work,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,4.0,4.0,5.0,3.0
Fri Aug 02 2019 14:11:33 GMT-0700 (北美太平洋夏令时间), Project Manager,"Menlo Park, CA",Former Employee ,"Facebook is a good place to work, and even better in retrospect",Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,4.0,4.0,3.0,5.0,4.0
Mon Jul 22 2019 14:32:03 GMT-0700 (北美太平洋夏令时间), Technical Recruiter,"Menlo Park, CA",Current Employee ,Greatest job I've ever had,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,4.0,5.0
Tue Jul 16 2019 08:46:29 GMT-0700 (北美太平洋夏令时间), Subject Matter Expert,"Eagle Mountain, UT",Current Employee ,"Amazing company, nothing like it!",Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Mon Jul 15 2019 15:30:00 GMT-0700 (北美太平洋夏令时间), Technical Sourcer,"Menlo Park, CA",Current Employee ,Recruiting Technical Leadership,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Wed Jul 17 2019 21:06:14 GMT-0700 (北美太平洋夏令时间), Software Engineer,"Menlo Park, CA",Current Employee ,Best place to work,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Sat Jul 13 2019 17:53:10 GMT-0700 (北美太平洋夏令时间), Software Engineering Manager,"Menlo Park, CA",Current Employee ,Love it,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,4.0,5.0,5.0,5.0,5.0
Mon Aug 19 2019 23:31:20 GMT-0700 (北美太平洋夏令时间), Software Engineer,"Palo Alto, CA",Former Employee ,Bad company,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",1.0,1.0,5.0,1.0,5.0,1.0
Mon Jul 29 2019 13:17:00 GMT-0700 (北美太平洋夏令时间), Systems Project Manager,"Menlo Park, CA",Current Employee ,Great place to work with a lot of smart people,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,5.0,5.0,5.0,4.0,4.0
Sat Jun 29 2019 09:52:03 GMT-0700 (北美太平洋夏令时间), Critical Facility Manager,"New Albany, OH",Current Employee ,Absolutely the best place I have ever worked.,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,3.0,5.0,4.0,5.0,5.0
Sat Jul 06 2019 00:44:57 GMT-0700 (北美太平洋夏令时间), Full Stack Engineer,"San Diego, CA",Current Employee ,Very good working conditions,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Sun Aug 04 2019 22:58:26 GMT-0700 (北美太平洋夏令时间), Manager,"Menlo Park, CA",Current Employee ,Stay away from the SOE organization in Infrastructure,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",1.0,1.0,1.0,1.0,4.0,1.0
Wed Jul 10 2019 07:54:11 GMT-0700 (北美太平洋夏令时间), Recruiting Coordinator,"Menlo Park, CA",Current Employee ,Great place to work!,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,5.0,5.0,4.0,4.0,4.0
Fri Jun 21 2019 20:41:23 GMT-0700 (北美太平洋夏令时间), Software Engineer,"Menlo Park, CA",Current Employee ,Growing pains but a great work environment,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,4.0,5.0,5.0,5.0,5.0
Fri Jun 28 2019 15:11:46 GMT-0700 (北美太平洋夏令时间),,"Menlo Park, CA",Former Employee ,Great People | Misguided Leadership,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",2.0,4.0,2.0,4.0,5.0,2.0
Sat Jun 29 2019 08:32:39 GMT-0700 (北美太平洋夏令时间), Event Manager,"San Francisco, CA",Current Employee ,Love working at Facebook!!!,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
