date,employee_title,location,employee_status,review_title,pros,cons,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt
Sun Nov 03 2019 08:59:14 GMT-0800 (北美太平洋标准时间), Software Engineer,"Seattle, WA",Current Employee ,Customer Focused Engineering,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",3.0,5.0,4.0,3.0,4.0,3.0
Fri Nov 01 2019 20:39:21 GMT-0700 (北美太平洋夏令时间), Senior Software Engineer,"Sunnyvale, CA",Current Employee ,Great culture and innovative work,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,5.0,5.0,4.0,3.0,4.0
Thu Oct 17 2019 15:17:02 GMT-0700 (北美太平洋夏令时间), Supply Chain Planner,,Current Employee ,Great company,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,2.0,5.0,5.0,4.0,5.0
Fri Oct 18 2019 06:45:49 GMT-0700 (北美太平洋夏令时间), Senior MTC Technical Architect,"Reston, VA",Current Employee ,Great Company with a great direction,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,4.0,5.0,5.0,4.0
Fri Nov 01 2019 09:07:40 GMT-0700 (北美太平洋夏令时间), Product Marketing Manager,,Current Employee ,Best company to work right now,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,,,,,
Thu Oct 31 2019 15:45:04 GMT-0700 (北美太平洋夏令时间), Solutions Specialist,"Washington, DC",Current Employee ,Sales professional in Enterprise Space,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",3.0,1.0,2.0,3.0,3.0,5.0
Wed Oct 16 2019 20:42:47 GMT-0700 (北美太平洋夏令时间), ASM,"Oklahoma City, OK",Current Employee ,great place to work,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Thu Oct 17 2019 09:49:55 GMT-0700 (北美太平洋夏令时间), ATU Manager,"New York, NY",Current Employee ,MSUS Sales Manager,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,3.0,5.0,5.0,4.0,3.0
Thu Oct 17 2019 13:13:08 GMT-0700 (北美太平洋夏令时间), Program Manager,,Current Employee ,Good Place to be in,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,,,,,
Wed Oct 30 2019 14:32:00 GMT-0700 (北美太平洋夏令时间), Compensation Analyst,"Bellevue, WA",Former Employee ,Good place to work,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,4.0,3.0,4.0,3.0,4.0
Wed Oct 30 2019 23:20:33 GMT-0700 (北美太平洋夏令时间), SWE,"Seattle, WA",Current Employee ,Okay environment,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,4.0,4.0,4.0,4.0,3.0
Thu Oct 31 2019 05:30:06 GMT-0700 (北美太平洋夏令时间), Senior Principal Hardware Engineer,,Former Employee ,Excellent but stressful,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,3.0,2.0,3.0,4.0,2.0
Wed Oct 16 2019 01:11:27 GMT-0700 (北美太平洋夏令时间), Product Advisor,"San Francisco, CA",Current Employee ,Great place to work,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,4.0,5.0
Tue Oct 29 2019 16:23:58 GMT-0700 (北美太平洋夏令时间),,"Redmond, WA",Current Employee ,UX Designer,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,5.0,5.0,5.0,5.0,4.0
Tue Oct 29 2019 23:40:23 GMT-0700 (北美太平洋夏令时间), SDEII,,Former Employee ,pretty good,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,,,,,
Mon Oct 14 2019 19:53:18 GMT-0700 (北美太平洋夏令时间),,, ,"Great company to work for, great benefits and work life balance.",Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,,,,,
Tue Oct 15 2019 09:43:20 GMT-0700 (北美太平洋夏令时间), Recruiter,"Redmond, WA",Current Employee ,Microsoft provides the work life balance and growth opportunities like no other company,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Mon Oct 28 2019 14:48:27 GMT-0700 (北美太平洋夏令时间),,"Santa Clara, CA",Current Employee ,Company itself,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,3.0,3.0,3.0,3.0,
Mon Oct 28 2019 18:48:51 GMT-0700 (北美太平洋夏令时间),,"Redmond, WA",Former Employee ,Great environment,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,5.0,4.0,5.0,5.0,4.0
Fri Oct 25 2019 15:41:02 GMT-0700 (北美太平洋夏令时间),,,Current Employee ,Sr Escalation Engineer,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,4.0,3.0,3.0,3.0,4.0
Tue Oct 29 2019 19:21:55 GMT-0700 (北美太平洋夏令时间), Human Resources Manager,"Los Angeles, CA",Former Employee ,Copy the Competition,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",2.0,1.0,1.0,3.0,2.0,2.0
Mon Oct 28 2019 00:50:51 GMT-0700 (北美太平洋夏令时间),,"Redmond, WA",Current Employee ,Fun but TC decreases over time,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,5.0,5.0,5.0,2.0,3.0
Sat Oct 12 2019 18:56:12 GMT-0700 (北美太平洋夏令时间), Supply Chain Planner,,Current Employee ,Amazing perks and community,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,,,,,
Sat Oct 26 2019 13:24:50 GMT-0700 (北美太平洋夏令时间),,"Redmond, WA",Current Employee ,"Great place to start with, learn and move on!",Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,5.0,2.0,5.0,5.0,4.0
Sat Oct 26 2019 09:56:33 GMT-0700 (北美太平洋夏令时间),,"Tampa, FL",Former Employee ,Assistant Manager,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,4.0,4.0,4.0,4.0,4.0
Thu Oct 10 2019 17:38:39 GMT-0700 (北美太平洋夏令时间), QA Analyst,,Former Employee ,Great,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,,,,,
Thu Oct 24 2019 20:28:44 GMT-0700 (北美太平洋夏令时间),,,Current Employee ,Good benefts,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,5.0,4.0,3.0,4.0,4.0
Wed Oct 09 2019 16:11:57 GMT-0700 (北美太平洋夏令时间), Software Engineer,,Current Employee ,New graduate review on MSSE,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,,,,,
Wed Oct 23 2019 18:56:57 GMT-0700 (北美太平洋夏令时间), Senior Program Manager,,Current Employee ,xx,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,3.0,4.0,3.0,3.0,4.0
Thu Oct 24 2019 10:25:21 GMT-0700 (北美太平洋夏令时间), Specialist,"Irving, TX",Current Employee ,Not what you think,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",3.0,2.0,2.0,3.0,4.0,3.0
Tue Oct 08 2019 13:26:24 GMT-0700 (北美太平洋夏令时间), Principal Program Manager,"Redmond, WA",Current Employee ,Great company to work for,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,4.0,4.0,4.0
Tue Oct 08 2019 17:08:08 GMT-0700 (北美太平洋夏令时间), Senior Designer,"Redmond, WA",Current Employee ,Great Place to work,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,4.0,4.0,5.0,5.0,4.0
Wed Oct 09 2019 08:15:10 GMT-0700 (北美太平洋夏令时间), Inside Sales,"Fargo, ND",Current Employee ,Amazing and Awesome!,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Tue Oct 22 2019 16:06:18 GMT-0700 (北美太平洋夏令时间), Channel Manager,,Former Employee ,Great company,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,4.0,4.0,4.0,4.0,3.0
Tue Oct 22 2019 20:35:05 GMT-0700 (北美太平洋夏令时间), Retail Learning Specialist,"Austin, TX",Former Employee ,Great company but career advancement can be difficult,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,5.0,5.0,3.0,5.0,5.0
Tue Oct 22 2019 23:37:50 GMT-0700 (北美太平洋夏令时间), Software Engineer,,Current Employee ,Mostly a good deal overall,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,5.0,3.0,4.0,4.0,4.0
Wed Oct 23 2019 08:51:42 GMT-0700 (北美太平洋夏令时间), Principal Design Manager,"Redmond, WA",Current Employee ,Microsoft Design,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,4.0,3.0,3.0,5.0,2.0
Wed Oct 23 2019 12:36:06 GMT-0700 (北美太平洋夏令时间), Partner Development Manager,,Current Employee ,Great place to work,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,5.0,3.0,1.0,3.0,3.0
Mon Oct 07 2019 23:51:59 GMT-0700 (北美太平洋夏令时间), Senior Software Engineer,,Current Employee ,Great company to work for,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,4.0,4.0,5.0,3.0,5.0
Mon Oct 21 2019 19:39:13 GMT-0700 (北美太平洋夏令时间), Senior Hardware Engineer,,Current Employee ,Tough to not be at Seattle,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,5.0,4.0,4.0,4.0,4.0
Mon Oct 21 2019 23:23:40 GMT-0700 (北美太平洋夏令时间), Program Manager,"Redmond, WA",Current Employee ,Great place to work,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,,,,,
Fri Oct 04 2019 08:45:24 GMT-0700 (北美太平洋夏令时间), Account Executive,"Guaynabo, PR",Current Employee ,Great company,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,2.0,5.0,2.0,4.0,5.0
Mon Oct 07 2019 05:19:13 GMT-0700 (北美太平洋夏令时间), Vice President,"Seattle, WA",Former Employee ,Great place to work,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,4.0,5.0,5.0,5.0,5.0
Mon Oct 07 2019 12:36:18 GMT-0700 (北美太平洋夏令时间), Principal Technical Specialist,,Current Employee ,Great company to work for.,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Mon Oct 21 2019 02:15:17 GMT-0700 (北美太平洋夏令时间),,,Current Employee ,Great company direction... Don't like the archaic bits,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,5.0,5.0,4.0,4.0,5.0
Wed Oct 02 2019 18:25:33 GMT-0700 (北美太平洋夏令时间), Data Scientist,"Redmond, WA",Current Employee ,Excited to work at MSFT,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,3.0,4.0,4.0,5.0,4.0
Thu Oct 03 2019 07:44:55 GMT-0700 (北美太平洋夏令时间), Solutions Specialist,,Current Employee ,Great Place to be in Tech/ Business Applications,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Fri Oct 04 2019 14:08:51 GMT-0700 (北美太平洋夏令时间), Director,,Current Employee ,"Great company, great culture",Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,,,,,
Fri Oct 18 2019 20:29:38 GMT-0700 (北美太平洋夏令时间), Software Engineer,"Redmond, WA",Current Employee ,"Proud to Work for Microsoft, Not Sure I Will Survive Long",Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,3.0,2.0,5.0,5.0,2.0
Fri Oct 04 2019 10:25:53 GMT-0700 (北美太平洋夏令时间), Finance Manager,"Seattle, WA",Former Employee ,Great Company,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,3.0,4.0,5.0,5.0,4.0
Tue Oct 15 2019 19:08:31 GMT-0700 (北美太平洋夏令时间), Senior Premier Field Engineer,,Former Employee ,Ask to speak with your reporting manager before accepting an offer.,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",2.0,3.0,4.0,4.0,5.0,3.0
Thu Oct 03 2019 00:34:42 GMT-0700 (北美太平洋夏令时间),,, ,Great place to work if in the right team,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,,,,,
Wed Oct 16 2019 14:37:37 GMT-0700 (北美太平洋夏令时间), Senior Software Engineer,,Current Employee ,Still a good company,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,4.0,4.0,3.0,4.0,4.0
Thu Oct 17 2019 00:34:39 GMT-0700 (北美太平洋夏令时间), QA Engineer,"Los Angeles, CA",Former Employee ,Good company that I have worked for,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,2.0,3.0,2.0,2.0,2.0
Thu Oct 17 2019 09:24:30 GMT-0700 (北美太平洋夏令时间), Operations Manager,"New York, NY",Current Employee ,It's Microsoft... What you wuld expect,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,3.0,4.0,3.0,5.0,3.0
Thu Oct 17 2019 13:12:52 GMT-0700 (北美太平洋夏令时间),,,Current Employee ,Software Engineer,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,,,,,
Tue Oct 01 2019 17:10:19 GMT-0700 (北美太平洋夏令时间), Mechanical Engineer,"Redmond, WA",Current Employee ,Good place to work,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Tue Oct 01 2019 20:36:18 GMT-0700 (北美太平洋夏令时间), Principal Program Manager,,Current Employee ,A good place to work,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,4.0,4.0,4.0,4.0
Wed Oct 16 2019 09:01:57 GMT-0700 (北美太平洋夏令时间), SERVICE ADVISOR,"Atlanta, GA",Current Employee ,Many Opportunities- If you choose to take them.,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,2.0,5.0,4.0,5.0,4.0
Mon Sep 30 2019 13:51:53 GMT-0700 (北美太平洋夏令时间), Software Engineer,"Bellevue, WA",Current Employee ,Amazing,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Mon Sep 30 2019 14:37:44 GMT-0700 (北美太平洋夏令时间), Software Engineer(Internship),"Redmond, WA",Former Employee ,Very Exciting Culture,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,2.0,5.0,5.0,5.0,1.0
Mon Sep 30 2019 17:03:25 GMT-0700 (北美太平洋夏令时间), Product Advisor,,Current Employee ,Friendly Work Environment/Easy Job,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,,,,,
Mon Oct 14 2019 18:45:34 GMT-0700 (北美太平洋夏令时间), Assistant Store Manager,,Former Employee ,Good,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,3.0,4.0,3.0,4.0,2.0
Sun Sep 29 2019 14:47:12 GMT-0700 (北美太平洋夏令时间), Software Developer,"Miami, FL",Former Employee ,Great place to work,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,4.0,5.0,5.0,5.0,4.0
Sun Sep 29 2019 21:59:14 GMT-0700 (北美太平洋夏令时间), Finance Rotation Analyst,,Current Employee ,Great Company with Great Opportunities,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Sat Sep 28 2019 15:40:11 GMT-0700 (北美太平洋夏令时间), Data Scientist,,Current Employee ,Fun place to work with good life balance!,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,,,,,
Sat Sep 28 2019 19:39:28 GMT-0700 (北美太平洋夏令时间),,,Current Employee ,n/a,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,,,,,
Sat Sep 28 2019 21:04:54 GMT-0700 (北美太平洋夏令时间), Senior Escalation Engineer,"Charlotte, NC",Current Employee ,Great company!,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Fri Oct 11 2019 23:47:53 GMT-0700 (北美太平洋夏令时间), Human Resources Manager,"Redmond, WA",Former Employee ,Great place to learn,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,3.0,4.0,2.0,3.0,3.0
Thu Sep 26 2019 17:41:35 GMT-0700 (北美太平洋夏令时间), Senior Software Engineer,,Current Employee ,Microsoft review,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Thu Sep 26 2019 20:23:52 GMT-0700 (北美太平洋夏令时间), Intern,,Former Employee ,Great Experience,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,,,,,
Thu Oct 10 2019 23:54:56 GMT-0700 (北美太平洋夏令时间), Engineering Manager,"Redmond, WA",Current Employee ,Overall a good company,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,,,,,
