date,employee_title,location,employee_status,review_title,pros,cons,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt
Wed Oct 30 2019 02:24:02 GMT-0700 (北美太平洋夏令时间), Seasonal Safety Specialist,,Current Employee ,"Fast paced, competitive grounds",Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,3.0,4.0,5.0,3.0,3.0
Sat Oct 26 2019 15:51:04 GMT-0700 (北美太平洋夏令时间),,"Dundalk, MD",Current Employee ,Not Bad,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,5.0,5.0,5.0,5.0,
Mon Oct 28 2019 15:48:17 GMT-0700 (北美太平洋夏令时间),,"Orlando, FL",Current Employee ,Great place to work,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,4.0,4.0,5.0,4.0,4.0
Tue Oct 29 2019 05:29:38 GMT-0700 (北美太平洋夏令时间), Amazon Delivery Driver,"Euclid, OH",Current Employee ,Amazon Delivery Driver,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,4.0,5.0,5.0,5.0,4.0
Tue Oct 29 2019 08:06:47 GMT-0700 (北美太平洋夏令时间),,,Current Employee ,Very Customer Obsessed,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Thu Oct 24 2019 15:53:24 GMT-0700 (北美太平洋夏令时间), Warehouse Associate,"North Haven, CT",Current Employee ,Amazon new hire event,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Mon Oct 28 2019 15:15:11 GMT-0700 (北美太平洋夏令时间),,"Salt Lake City, UT",Former Employee ,Good place to work,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,3.0,3.0,4.0,5.0,4.0
Mon Oct 28 2019 15:52:41 GMT-0700 (北美太平洋夏令时间),,"Commerce, CA",Current Employee ,Hard Work,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,3.0,5.0,4.0,3.0,4.0
Mon Oct 28 2019 16:31:44 GMT-0700 (北美太平洋夏令时间),,"Opa-locka, FL",Former Employee ,Good pay,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,4.0,4.0,5.0,5.0,3.0
Mon Oct 28 2019 19:59:51 GMT-0700 (北美太平洋夏令时间),,"Houston, TX",Former Employee ,Picker,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,2.0,5.0,4.0,4.0,4.0
Mon Oct 28 2019 16:31:44 GMT-0700 (北美太平洋夏令时间),,"Opa-locka, FL",Former Employee ,Good pay,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,4.0,4.0,5.0,5.0,3.0
Mon Oct 28 2019 19:59:51 GMT-0700 (北美太平洋夏令时间),,"Houston, TX",Former Employee ,Picker,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,2.0,5.0,4.0,4.0,4.0
Tue Oct 29 2019 07:24:41 GMT-0700 (北美太平洋夏令时间),,"Jacksonville, FL",Current Employee ,Good company,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,3.0,4.0,3.0,4.0,3.0
Tue Oct 29 2019 08:08:00 GMT-0700 (北美太平洋夏令时间),,, ,Fast paced but comfortable work environment,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,,,,,
Mon Oct 28 2019 05:30:41 GMT-0700 (北美太平洋夏令时间),,,Current Employee ,AWS is a great place to work!,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,4.0,5.0,5.0,5.0,4.0
Sun Oct 27 2019 13:14:13 GMT-0700 (北美太平洋夏令时间),,"Easton, PA",Former Employee ,Warehouse associate,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,3.0,3.0,3.0,3.0,3.0
Sun Oct 27 2019 18:39:38 GMT-0700 (北美太平洋夏令时间),,,Current Employee ,On the Road Associate,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,4.0,4.0,4.0,3.0,3.0
Sun Oct 27 2019 22:16:19 GMT-0700 (北美太平洋夏令时间),,"Aurora, CO",Former Employee ,Okay,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,3.0,2.0,2.0,4.0,3.0
Mon Oct 28 2019 09:20:05 GMT-0700 (北美太平洋夏令时间),,"San Marcos, TX",Former Employee ,Nice pay but very repetitious,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,4.0,5.0,3.0,5.0,4.0
Tue Oct 08 2019 12:21:20 GMT-0700 (北美太平洋夏令时间), Senior Software Development Manager,"Irvine, CA",Former Employee ,"Amazing place to learn for several years, hard to stay long-term",Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,2.0,5.0,5.0,3.0,5.0
Sun Oct 27 2019 07:54:29 GMT-0700 (北美太平洋夏令时间),,"Hartford, CT",Current Employee ,Sub-contractor DSP / delivery driver,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,4.0,5.0,1.0,4.0,5.0
Fri Oct 25 2019 21:32:14 GMT-0700 (北美太平洋夏令时间),,,Current Employee ,Amazon,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,3.0,3.0,5.0,4.0,3.0
Fri Oct 25 2019 15:26:57 GMT-0700 (北美太平洋夏令时间),,,Current Employee ,sortation associate,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,4.0,1.0,1.0,1.0,1.0
Thu Oct 24 2019 14:21:33 GMT-0700 (北美太平洋夏令时间), Product Manager,,Current Employee ,Great Company,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,4.0,5.0,4.0,5.0
Thu Oct 24 2019 14:32:45 GMT-0700 (北美太平洋夏令时间), SDEII,"Seattle, WA",Current Employee ,fast paced learning and career development,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,4.0,5.0,5.0,5.0,4.0
Thu Oct 24 2019 16:01:49 GMT-0700 (北美太平洋夏令时间), Forklift Operator,"Dayton, OH",Current Employee ,i work 3 year on spectrum brands,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,4.0,5.0,,
Thu Oct 24 2019 16:35:00 GMT-0700 (北美太平洋夏令时间), Software Engineer,"Sunnyvale, CA",Current Employee ,Good Salary,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Fri Oct 25 2019 03:32:39 GMT-0700 (北美太平洋夏令时间),,,Current Employee ,Amazon seems great,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,4.0,4.0,4.0,5.0,4.0
Wed Oct 23 2019 13:13:08 GMT-0700 (北美太平洋夏令时间), Network Build Technician II,"Herndon, VA",Current Employee ,Outstanding Company,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,4.0,4.0
Thu Oct 24 2019 09:08:18 GMT-0700 (北美太平洋夏令时间), Associate,"Patterson, CA",Current Employee ,Great place to work.,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,1.0,5.0,5.0,5.0,4.0
Thu Oct 24 2019 11:22:39 GMT-0700 (北美太平洋夏令时间), Warehouse Associate,"Hebron, KY",Former Employee ,Good Place to Work,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Wed Oct 23 2019 12:02:18 GMT-0700 (北美太平洋夏令时间), Catalog Associate,"India, TN",Former Employee ,good,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,,,,,
Thu Oct 24 2019 02:19:41 GMT-0700 (北美太平洋夏令时间), Associate,"Riverside, CA",Former Employee ,Amazon,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,3.0,4.0,5.0,5.0,5.0
Sun Oct 20 2019 18:59:11 GMT-0700 (北美太平洋夏令时间), Warehouse Associate,"Houston, TX",Current Employee ,Great opportunities,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,1.0,4.0,4.0,4.0,2.0
Tue Oct 22 2019 15:12:49 GMT-0700 (北美太平洋夏令时间), SDE1,"Seattle, WA",Current Employee ,good,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,2.0,3.0,5.0,5.0,3.0
Tue Oct 22 2019 15:42:09 GMT-0700 (北美太平洋夏令时间), Software Development Manager,"Seattle, WA",Current Employee ,Constant Challenges and Grow Opportunities,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,4.0,5.0,5.0,5.0,4.0
Tue Oct 22 2019 19:27:51 GMT-0700 (北美太平洋夏令时间), Asg,,Current Employee ,good place,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,3.0
Tue Oct 22 2019 23:41:53 GMT-0700 (北美太平洋夏令时间), Associate,"Milwaukee, WI",Current Employee ,Good place to work,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,2.0,3.0,5.0
Wed Oct 23 2019 10:07:24 GMT-0700 (北美太平洋夏令时间), User Experience Designer,"New York, NY",Former Employee ,Great experience,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,4.0,4.0,5.0,4.0
Fri Oct 18 2019 16:24:48 GMT-0700 (北美太平洋夏令时间), Amazon Warehouse Worker,,Current Employee ,Ok,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,4.0,3.0,,,
Tue Oct 22 2019 14:14:42 GMT-0700 (北美太平洋夏令时间), Software Engineer,,Current Employee ,Overall Good Place,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,,,,,
Tue Oct 22 2019 17:41:51 GMT-0700 (北美太平洋夏令时间), Account Executive,"Chicago, IL",Current Employee ,Great place to start and build a foundation in digital advertising,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,4.0,4.0,4.0,4.0,5.0
Tue Oct 22 2019 18:27:39 GMT-0700 (北美太平洋夏令时间), Order Picker,"Fresno, CA",Current Employee ,Job pays well but,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,3.0,3.0,4.0,5.0,3.0
Tue Oct 22 2019 20:15:21 GMT-0700 (北美太平洋夏令时间), Receiving Stow,"Fresno, CA",Former Employee ,Stow worker,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,3.0,4.0,5.0,5.0,4.0
Tue Oct 22 2019 21:54:50 GMT-0700 (北美太平洋夏令时间), Senior Software Development Engineer,"Seattle, WA",Current Employee ,Interesting problem spaces,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,4.0,5.0,4.0,4.0,4.0
Wed Oct 23 2019 07:18:33 GMT-0700 (北美太平洋夏令时间), Inbound Stow,"Paterson, NJ",Former Employee ,Amazon job,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,,,,,
Sun Oct 20 2019 05:30:31 GMT-0700 (北美太平洋夏令时间), Delivery Driver,"San Diego, CA",Current Employee ,High base wage,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,4.0,4.0,4.0,5.0,4.0
Mon Oct 21 2019 13:49:08 GMT-0700 (北美太平洋夏令时间), Seasonal,"Corsicana, TX",Current Employee ,Working from hom,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,4.0,4.0,4.0,4.0,5.0
Mon Oct 21 2019 20:19:09 GMT-0700 (北美太平洋夏令时间)," Catalog Associate, German",,Former Employee ,Amazon provides great learning environment,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,4.0,5.0,5.0,5.0,5.0
Mon Oct 14 2019 12:04:03 GMT-0700 (北美太平洋夏令时间), Fulfillment Associate,,Current Employee ,Night Time Hourly Wage,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,3.0,5.0,4.0,4.0,5.0
Mon Oct 21 2019 20:19:09 GMT-0700 (北美太平洋夏令时间)," Catalog Associate, German",,Former Employee ,Amazon provides great learning environment,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,4.0,5.0,5.0,5.0,5.0
